author,authorIsChannelOwner,cid,comment,commentsCount,hasCreatorHeart,pageUrl,publishedTimeText,replyCount,replyToCid,title,type,,,
@sasongkowidjojo4628,FALSE,UgxNJ5ZNteVd8xeB_rt4AaABAg,Cctv pasang juga disetiap instansi pemerintah wajiiiib,1966,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0,4 years ago,0,UgxTWTaJ34U1jYdkC6N4AaABAg,Jangan Langgar 10 Hal Ini Jika Tak Ingin Kena Tilang Elektronik,comment,,,
@konjaresopo6524,FALSE,UgwK3-138CHG6hmS0cB4AaABAg,Perhatikan Di Pasar Jatinegara persis bawah jpo Jatinegara Mikrolet ngetem bawah jpo sisi kiri Arah Stasiun banyak mikrolet ngetem bikin macet  Mikrolet ngetem berkah buat pemalak tukang palak minta uang ngetem kepada Supir mikrolet dapat sewa Supir dimintai pemalak Rp 5000 makanya mikroler ngetem Polisi takut sama pemalak terbukti bikin macet mikrolet ngetem Polisi berani sama kita kita tapi sama pemalak polisi ayam sayur,1966,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0,4 years ago,0,UgzGYVs7n9v-mQpap6F4AaABAg,Jangan Langgar 10 Hal Ini Jika Tak Ingin Kena Tilang Elektronik,comment,,,
@sisnantokusnato8477,FALSE,UgzuMFuwp6J3_UaoHjN4AaABAg,Tilang elektronik tidak berlaku untuk komunitas vespa yang tidak sesuai bentuk vespa aslinya,1966,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0,4 years ago,0,lEWwrz8qPgY,0,comment,,,
@ansyoririduanharunsomad9991,FALSE,UgxG_6PsUcth6nubkWd4AaABAg,Bgm bs utk pelanggaran no 10 ??,1966,0,https://www.youtube.com/watch?v=BE-7A1XU0P0,4 years ago,0,UgyOo_TZmgW4Yo2JVH14AaABAg,Jangan Langgar 10 Hal Ini Jika Tak Ingin Kena Tilang Elektronik,comment,,,
@muraibatu9008,FALSE,UgztemCA1Qyt5zCz15J4AaABAg,https://www.youtube.com/watch?v=BE-7A1XU0P0,4 years ago,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0,Jangan Langgar 10 Hal Ini Jika Tak Ingin Kena Tilang Elektronik,comment,UgyOo_TZmgW4Yo2JVH14AaABAg,Jangan Langgar 10 Hal Ini Jika Tak Ingin Kena Tilang Elektronik,comment,,,
@yudistirasugiatmodjo,FALSE,UgxCco-meg6v4iEO7Kh4AaABAg,polisi juga manusia bukan malaikat wajar lah ...! dikit dikit pecat sharusnya sbagai atasannya harus mengambil sikap yg bijak ..kasihan anak istrinya surat peringatan  satukali sampai 3x baru ditindak tegas  salam supir truk,1966,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0,4 years ago,0,UgyOo_TZmgW4Yo2JVH14AaABAg,Jangan Langgar 10 Hal Ini Jika Tak Ingin Kena Tilang Elektronik,comment,,,
"tp jng sampai g keliatan jg di jalan raya pak.""",FALSE,UgxNlLjD99tREToYnXx4AaABAg,ok tol hangan macet sanpai berkilo kilo enak yg bikin UNdang2 masalah kecepatan  semua itu rakyat lagi yg jd dsasaran blenger   kebanyakan platuran mumet beli solar tnya no pol jd bingung bingung ngenes enak zamanne pk sueharto,1966,FALSE,cerah dsb,4 years ago,0,UgwI9gONOdQ5P2POBdh4AaABAg,Jangan Langgar 10 Hal Ini Jika Tak Ingin Kena Tilang Elektronik,comment,,,
@alc_075,"pungli""",UgwzTtioOBh-_gLPi2x4AaABAg,klau macet apa bisa 60 sampai 100km /jam semua itu teoari masalah kecepatan 60 sampai 100km perjam tol cikampek sampai kota jd kemaceta  harus ditindak karena jln tol aja terlalu padat,1966,FALSE,FALSE,4 years ago,0,UgwkI5F4i4yB0CSj0_N4AaABAg,Jangan Langgar 10 Hal Ini Jika Tak Ingin Kena Tilang Elektronik,comment,,,
@laskarbits8852,FALSE,Ugz1R0K6m9rtiEUkW0d4AaABAg,"Kalo misalkan saya dapat Surat e tilang SDH konfirmasi ,Uang ga punya pakai bayar 8 hari atau 15 hari .....intinya ga punya uang Pakai bayar walupun ikut sidang",1966,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0,4 years ago,0,Ugw6WxqgHmxTS2PVjax4AaABAg,0,comment,,,
@jodistudio4695,FALSE,Ugx9gwL6YAUBT8sWxcN4AaABAg,Enak nih jadi ga ada razia lagi,1966,0,https://www.youtube.com/watch?v=BE-7A1XU0P0,Jangan Langgar 10 Hal Ini Jika Tak Ingin Kena Tilang Elektronik,0,UgyU9ap-cPjXgBVa6CV4AaABAg,Jangan Langgar 10 Hal Ini Jika Tak Ingin Kena Tilang Elektronik,comment,,,
@kasirun5311,FALSE,Ugx_1YVDUvjBeAY94aV4AaABAg,mksdnya tidak menyalakan lampu giamana ya? soalnya kan motor injeksi sekarang lampunya gk bisa mati. atau gimana sih kasi tahu yg lebih paham coba,4 years ago,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0,4 years ago,comment,UgwQsYH3SXSdYBqt_Mt4AaABAg,Jangan Langgar 10 Hal Ini Jika Tak Ingin Kena Tilang Elektronik,comment,,,
@kill8130,1966,FALSE,Asyik juga nih di jalan Tol Truck Truck banyak yg lambat dibawah kecepatan 60 km/jam dan banyak kendaraan baru dg 2000 CC keatas dg kecepatan melebihi kecepatan maksimal yg diijinkan> pemasukkan ke kas negara naik pesat.,1966,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0,4 years ago,0,UgwQsYH3SXSdYBqt_Mt4AaABAg,Jangan Langgar 10 Hal Ini Jika Tak Ingin Kena Tilang Elektronik,comment,,,
@ridwanlahmudin6407,FALSE,UgzFHPLv1K15zIJaVJB4AaABAg,Saya lebih senang polisi itu sibuk menyusuri jalan jalan yg rawan begal... Memperbanyak penerangan jalan umum... Keliling ke Jalan sepi menimalisir kejahatan geng motor.. sikap kriminal yg bgtu tu yg harusnya diprioritaskan.. ini sibuk aja sama lampu merah...,1966,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0,4 years ago,0,UgyamyxpFAPm7rQf7Kp4AaABAg,Jangan Langgar 10 Hal Ini Jika Tak Ingin Kena Tilang Elektronik,comment,,,
Maka semua pembuatan SIM di satpas tidak dibuat melalui percaloan yang digalang oleh satpas itu sendiri... Satpas Jakarta Barat Daan Mogot,FALSE,UgzFtidGaDQuyLQ633B4AaABAg,https://www.youtube.com/watch?v=BE-7A1XU0P0,1966,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0,4 years ago,0,UgyamyxpFAPm7rQf7Kp4AaABAg,Jangan Langgar 10 Hal Ini Jika Tak Ingin Kena Tilang Elektronik,reply,,,
Biangnya polisi aja udah jeblok... Pa.. Pa.. Mau masuk dalam TNI lagi..,FALSE,UgwzPliOR-N8o5kNJPd4AaABAg,"yg, jelas sangat merugikan masyarakat.",1966,FALSE,UgxcvQ1tSWwGcM7zw0V4AaABAg,4 years ago,0,UgyamyxpFAPm7rQf7Kp4AaABAg,0,comment,,,
Betul ga Bro n Sis. Coba aja liat di jalan kendaraan yang lawan arus... sungguh mengkhawatirkan...kalau ada polisi kucing2an...ditilang nyari duit buat pribadi... Jalan tol bebas hambatan bisa macet,FALSE,UgwIFDw-dU2wfEr5gqN4AaABAg,1966,1966,0,https://www.youtube.com/watch?v=BE-7A1XU0P0,4 years ago,comment,UgyamyxpFAPm7rQf7Kp4AaABAg,Jangan Langgar 10 Hal Ini Jika Tak Ingin Kena Tilang Elektronik,comment,,,
"Mandi dulu lah pa... Pakai sabun yang wangi... Sekalian sikat gigi ya!!!""",FALSE,UgykJx-rTNLKWGLQClZ4AaABAg,Ga mungkin lah truck2 dibawah 60 itu ditilang...mimpi,4 years ago,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0,4 years ago,0,UgyamyxpFAPm7rQf7Kp4AaABAg,Jangan Langgar 10 Hal Ini Jika Tak Ingin Kena Tilang Elektronik,comment,,,
@nurrokhmat1622,FALSE,Ugw5jiHK78EkiqTdKl54AaABAg,Buat apa peraturan dibuat dan di pasang tulisan besar besar Kecepatan minimal: 60 Km/jam,1966,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0,4 years ago,1,Ugw1WB3-JtJC1PaMTCJ4AaABAg,Jangan Langgar 10 Hal Ini Jika Tak Ingin Kena Tilang Elektronik,comment,,,
@fadjarchanel5974,FALSE,UgzFUQKBe5WM3J4aAcZ4AaABAg,https://www.youtube.com/watch?v=BE-7A1XU0P0,1966,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0,4 years ago,0,UgyDKxGWX_VnvQMkqLx4AaABAg,Jangan Langgar 10 Hal Ini Jika Tak Ingin Kena Tilang Elektronik,comment,,,
@wawawawa8483,FALSE,UgxouuJrT82Nl4HAdZ94AaABAg,"Hebat bener,rakyat diawasin cctv pergerakanya di jalan.",1966,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0,4 years ago,0,Cara bayar tilang elektronik #tilangelektronik #tilangetle,1,comment,,,
@madyus9245,FALSE,FALSE,para pejabat juga tuh kerja nya juga harus di awasi cctv.jangan hanya rakyat kecil yg di cari kesalahannya,1966,0,https://www.youtube.com/watch?v=BE-7A1XU0P0,4 years ago,1,UgyDKxGWX_VnvQMkqLx4AaABAg,Jangan Langgar 10 Hal Ini Jika Tak Ingin Kena Tilang Elektronik,comment,,,
@isban8327,FALSE,UgwAhpYt92wwvHGwdQd4AaABAg,Kalau memakai ijazah paslu siapa yg menilangnya?,4 years ago,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0,4 years ago,0,UgyDKxGWX_VnvQMkqLx4AaABAg,Jangan Langgar 10 Hal Ini Jika Tak Ingin Kena Tilang Elektronik,comment,,,
@fadlyaja,FALSE,"bukan menindak.""",Di tilang kok untung gmn sih mbak,1966,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0,4 years ago,0,UgyDKxGWX_VnvQMkqLx4AaABAg,Jangan Langgar 10 Hal Ini Jika Tak Ingin Kena Tilang Elektronik,comment,,,
@wulanwulan4982,FALSE,UgzFUQKBe5WM3J4aAcZ4AaABAg.9hZnk61kDbS9i6FQSAHy4r,"Kadang kita sudah rapih, pakai helm,  lampu nyala, masih tetap di stopin, alasannya ada aja yg ga ada tutup pentil lah, malah kadang langsung minta surat surat tanpa menjelaskan kenapa di stopin.",1966,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0,4 years ago,1,UgyDKxGWX_VnvQMkqLx4AaABAg,Jangan Langgar 10 Hal Ini Jika Tak Ingin Kena Tilang Elektronik,comment,,,
@IM3mobile,FALSE,UgzFUQKBe5WM3J4aAcZ4AaABAg.9hZnk61kDbS9i6GsycgOYt,"Negara Kaya, Rakyat Menderita",1966,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0,4 years ago,1,Ugy7cjAESodbzkZZPB94AaABAg,Jangan Langgar 10 Hal Ini Jika Tak Ingin Kena Tilang Elektronik,comment,,,
@hallak_medan8812,1966,FALSE,"Saya kerja di timur tengah udah 2 thn berjaln,  saya mengalami kena tilang hp 500 reyal, low uang rupiah 1,8 lampu merah 3000 reyal low uang tupiah 10 juta lebih",1966,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0,Jangan Langgar 10 Hal Ini Jika Tak Ingin Kena Tilang Elektronik,0,Ugy7cjAESodbzkZZPB94AaABAg,Jangan Langgar 10 Hal Ini Jika Tak Ingin Kena Tilang Elektronik,comment,,,
@Fachrul7677,FALSE,Ugz7qpz-cDimdVzP0-14AaABAg,"Sistem e tilang itu bagus,biar pada tertip lalu lintas karena keselamatan di tangan kalian yg berkendara, tapi tolong pikirkan juga penganggur an di Indonesia,",1966,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0,4 years ago,0,UgyXqBwhZZbmNh8jEhF4AaABAg,Jangan Langgar 10 Hal Ini Jika Tak Ingin Kena Tilang Elektronik,comment,,,
@Fachrul7677,FALSE,UgzPxQYWKAVNPjtMCLJ4AaABAg,"Bagaimana ini dpr tolong dibantu rakyat kecil kenapa anda diam aja ada apa ini, mana wakil rakyatmu bela dong rakyatmu yg lagi sekarat ini dan lagi sandal jepit anggota DPR wajar pakai sepatu yg runcing depannya masa rakyat kesawah harus pakai sepatu pakkkkk",1966,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0,4 years ago,1,lEWwrz8qPgY,Jangan Langgar 10 Hal Ini Jika Tak Ingin Kena Tilang Elektronik,comment,,,
@denver3774,FALSE,UgwpbmuM2pWz383VbkN4AaABAg,Kyak nya sekarang rakyat di jadikan ajang bt nyari duit ya....gimana ini...,1966,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0,4 years ago,3,UgyXqBwhZZbmNh8jEhF4AaABAg,Jangan Langgar 10 Hal Ini Jika Tak Ingin Kena Tilang Elektronik,comment,,,
@mulyonodina2711,FALSE,UgzxkfspLimYTSjQvyN4AaABAg,"motor sy udh sy jual ko sy dpt surat tilang  ,gimana bos apa sy harus membayar tilang motor yg udh sy jual.",1966,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0,4 years ago,1,UgygcT7Ww03Ja4gehOR4AaABAg,Jangan Langgar 10 Hal Ini Jika Tak Ingin Kena Tilang Elektronik,comment,,,
@ArmorProperty,FALSE,Ugyqyh7ikF8MOoBxaE54AaABAg,Indonesiaku kasihan rakyat kecil,1966,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0,4 years ago,1,UgygcT7Ww03Ja4gehOR4AaABAg,Jangan Langgar 10 Hal Ini Jika Tak Ingin Kena Tilang Elektronik,reply,,,
@ArmorProperty,FALSE,UgzP_HR7USKwPDRg5oR4AaABAg,Jangan buat motor yg bertenaga lebi dari 100,1966,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0,4 years ago,comment,UgygcT7Ww03Ja4gehOR4AaABAg,Jangan Langgar 10 Hal Ini Jika Tak Ingin Kena Tilang Elektronik,reply,,,
@salsabilakanaya4608,FALSE,UgxqVWakEFbgPFZSK6B4AaABAg,Kaya gak ada hal lain yg lbh penting untuk di urus,1966,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0,4 years ago,0,UgygcT7Ww03Ja4gehOR4AaABAg,Jangan Langgar 10 Hal Ini Jika Tak Ingin Kena Tilang Elektronik,reply,,,
@IWANiswandiLBC,FALSE,UgxpdLW2Z3pV3ipDsCp4AaABAg,Tambah susuh,1966,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0,4 years ago,0,UgwtyeVaoBsGf7PlvXh4AaABAg,Jangan Langgar 10 Hal Ini Jika Tak Ingin Kena Tilang Elektronik,reply,,,
@mbahnanasamud8634,1966,UgwUHngH3_-9arrOgbh4AaABAg,Bguslah biar g ada damai di tempat.dan uang denda nya masuk ke negara bukan kekantong pak pol,1966,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0,4 years ago,Jangan Langgar 10 Hal Ini Jika Tak Ingin Kena Tilang Elektronik,UgwoMDCEPVN0N5ITu614AaABAg,Jangan Langgar 10 Hal Ini Jika Tak Ingin Kena Tilang Elektronik,reply,,,
@davidabhafidz3556,FALSE,UgyOnRGf_Hup0tBm1gR4AaABAg,"ITU DARI 10 JENIS PELANGGARAN DALAM E-TLE KOK TIDAK ADA PERATURAN TTG PENGENDARA YG DIBAWAH UMUR, BERARTI BYK ANAK2 YG DIBAWAH UMUR MENGENDARAI MOTOR DIPERBOLEHKAN, PADAHAL KHAN JUGA MEMBAHAYAKAN, INI PERATURAN GIMANA SIH SBNERNYA?? INI YG BUAT SIAPA SIH...??? PERATURAN BELUM JELAS KOK LSG DITERAPKAN ..",1966,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0,4 years ago,0,UgwoMDCEPVN0N5ITu614AaABAg,0,reply,,,
@ericdesada9673,ya mengayomi....,Ugwu6MJQ3MQwTiu89vp4AaABAg,"Jalanmu banyak berlobang dan sangat berbahaya,lampu apil banyak yang redup dan mati separo.  Pos polisi sering terlihat kosong setiap waktu,",1966,0,https://www.youtube.com/watch?v=BE-7A1XU0P0,4 years ago,0,UgwoMDCEPVN0N5ITu614AaABAg,Jangan Langgar 10 Hal Ini Jika Tak Ingin Kena Tilang Elektronik,comment,,,
@yariSukma,FALSE,UgxydabtJeUYzTcYZlh4AaABAg,Peraturan ini bikjn masyarakat kecil makin nungsep aj ini berbijaklah pemerentah ini supaya gk bikin rakyat kecil susah namaya kita beli motor bekas paling gk kan namanya orang lain terus gemana itu dan kita beli motor baru nama kita sendiri tapi kita pindah kontrkan dari domiail kita mana tahu coba gemana bukannya ini malah bikin rakyat menderita,4 years ago,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0,4 years ago,0,UgyMnrdSIVtp03zkNF94AaABAg,Jangan Langgar 10 Hal Ini Jika Tak Ingin Kena Tilang Elektronik,comment,,,
@amrizal1000,FALSE,UgyKh-nE8kGXTvA_7WR4AaABAg,motor sekarang lampu nyala terus??gimana ?????,1966,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0,4 years ago,0,UgyMnrdSIVtp03zkNF94AaABAg,BE-7A1XU0P0,comment,,,
@Indramurwanto,1966,UgyrDdydIGIS5UV6Ko54AaABAg,Klo pakek sandal jepit masuk daftar E-TLE gk? 😆😆😆,1966,4 years ago,https://www.youtube.com/watch?v=BE-7A1XU0P0,4 years ago,0,UgyMnrdSIVtp03zkNF94AaABAg,Jangan Langgar 10 Hal Ini Jika Tak Ingin Kena Tilang Elektronik,comment,,,
@Eya929,FALSE,Ugw5XVSW1_VsVEnkvXp4AaABAg,Apa yang Anda,https://www.youtube.com/watch?v=BE-7A1XU0P0,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0,4 years ago,1,UgxI410n6-2CVBFWZil4AaABAg,Jangan Langgar 10 Hal Ini Jika Tak Ingin Kena Tilang Elektronik,comment,,,
@mikalbil4987,FALSE,UgyCl8ERyOEmdiPaBQJ4AaABAg,https://www.youtube.com/watch?v=BE-7A1XU0P0,1966,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0,Jangan Langgar 10 Hal Ini Jika Tak Ingin Kena Tilang Elektronik,1,UgyKlqBMF6Sdo-bweyt4AaABAg,Jangan Langgar 10 Hal Ini Jika Tak Ingin Kena Tilang Elektronik,comment,,,
@rikimardoni,FALSE,UgzZbzjR22jxlh8KBlp4AaABAg,kamera nya yg bisa merekam knalpot bising... jgn cma fotonya saja... krn risi klo lihat motor di geber²...,1966,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0,4 years ago,0,UgyKlqBMF6Sdo-bweyt4AaABAg,Jangan Langgar 10 Hal Ini Jika Tak Ingin Kena Tilang Elektronik,comment,,,
@Yeteha-Myth,FALSE,UgysdkvBzOQV_3RcQEV4AaABAg,"D dlm kantor pilisi jg kasih cctv dg pak terutama d pelayanan publik biar tdk ada pungli,jangan rakyat aja yg d awasi.",1966,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0,4 years ago,0,UgyG20XLhngM415-dIV4AaABAg,Jangan Langgar 10 Hal Ini Jika Tak Ingin Kena Tilang Elektronik,comment,,,
@didingirwandi9033,FALSE,Ugw17CK0HHxEcs36h3h4AaABAg,Di probolinggo tdi pgi gaees,1966,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0,4 years ago,0,Ugz95iEFR4zKdKxPNMt4AaABAg,Jangan Langgar 10 Hal Ini Jika Tak Ingin Kena Tilang Elektronik,comment,,,
@atik6507,FALSE,UgxMvWyZqERwwfhBwbh4AaABAg,Ruwet ruwet ruwet,1966,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0,4 years ago,0,Ugz95iEFR4zKdKxPNMt4AaABAg,Jangan Langgar 10 Hal Ini Jika Tak Ingin Kena Tilang Elektronik,comment,,,
@susilohandoko8083,FALSE,UgwhleeiwlYnJGIxAFV4AaABAg,Ayo rakyat bangkit penegak hukum beraninya ama rakyat kecil,1966,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0,4 years ago,0,UgxxXVz-O1ips26VVI14AaABAg,Jangan Langgar 10 Hal Ini Jika Tak Ingin Kena Tilang Elektronik,comment,,,
"Selama ini di polres lampung tengah plat kendaraan rata rata tidak asli. Karna plat yang asli baru keluar dari samsat 1 tahun bahkan lebih baru dikliarkan. Tolong pihak terkait untuk memperhatikan.""",FALSE,Ugz30aBNOIRY6xH8OWh4AaABAg,Tetap semangat pak Pol..tegakkan peraturan jangan kasih kendor,1966,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0,4 years ago,0,UgyaNRSrMQRc520FaBF4AaABAg,Jangan Langgar 10 Hal Ini Jika Tak Ingin Kena Tilang Elektronik,comment,,,
@putrapangandaran9721,FALSE,FALSE,"Saya rasa ini belum efektif. Kalau ada kendaraan yg dijual tapi belum balik nama, siapa yg harus bayar kalau melakukan pelanggaran?",1966,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0,4 years ago,reply,UgyaNRSrMQRc520FaBF4AaABAg,Jangan Langgar 10 Hal Ini Jika Tak Ingin Kena Tilang Elektronik,comment,,,
@mulyonomulyono940,FALSE,UgygsrYaR0mLHSdnGFl4AaABAg,"Makin ribet jd orang kecil, kebanyakan aturan, semua intinya duit",1966,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0,4 years ago,0,UgyaNRSrMQRc520FaBF4AaABAg,Jangan Langgar 10 Hal Ini Jika Tak Ingin Kena Tilang Elektronik,comment,,,
@totongsupendi1479,FALSE,UgwIVYbr5v9vKFQP8fN4AaABAg,"Peraturan di perbanyak,Pelanggaran berujung uang,efek dari negara banyak hutang ohh indonesia ku.",1966,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0,4 years ago,0,reply,Jangan Langgar 10 Hal Ini Jika Tak Ingin Kena Tilang Elektronik,reply,,,
Yang biasa Berdiri warna coklat,FALSE,UgzUiIscBXWFK7VPnmp4AaABAg,MANTAPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPP MAMAM TUH MOBIL BODONG,1966,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0,4 years ago,0,UgyaNRSrMQRc520FaBF4AaABAg,Jangan Langgar 10 Hal Ini Jika Tak Ingin Kena Tilang Elektronik,reply,,,
Sekarang kering dompetnya,FALSE,UgxHdAaMEht7ut2Tm3Z4AaABAg,Apa hubungannya pengendara motor harus pasang lampu di waktu siang hari emg gelap disiang hari??,1966,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0,4 years ago,0,UgyaNRSrMQRc520FaBF4AaABAg,0,reply,,,
Tapi sekarang lebih Halal,FALSE,Ugye38DiDIq3KvK5y0N4AaABAg,Ini baru perubahan menuju Indonesia yg lebih maju lagi Bravo Polri kami masyarakat dukung,1966,0,https://www.youtube.com/watch?v=BE-7A1XU0P0,4 years ago,0,UgyaNRSrMQRc520FaBF4AaABAg,Jangan Langgar 10 Hal Ini Jika Tak Ingin Kena Tilang Elektronik,reply,,,
Mencari Rejeki Untuk Keluarga,FALSE,Ugx2HexgYJXfgtJmL_R4AaABAg,Berapa biaya denda tilang yg hrs di bayar,4 years ago (edited),FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0,4 years ago,1,UgyaNRSrMQRc520FaBF4AaABAg,Jangan Langgar 10 Hal Ini Jika Tak Ingin Kena Tilang Elektronik,reply,,,
Selamat 🙏Sukses,FALSE,UgwU1iq0Vo3dXBhwsLh4AaABAg,https://www.youtube.com/watch?v=BE-7A1XU0P0,1966,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0,4 years ago,0,UgyaNRSrMQRc520FaBF4AaABAg,Jangan Langgar 10 Hal Ini Jika Tak Ingin Kena Tilang Elektronik,reply,,,
"Tilang Elektronik 👍""",FALSE,Ugx6cXACCTpxJ8dmjPJ4AaABAg,"Setuju banget, terlebih tran sumatra mohon diperbanyak demi ketertiban dan keamanan.",1966,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0,4 years ago,0,UgyaNRSrMQRc520FaBF4AaABAg,Jangan Langgar 10 Hal Ini Jika Tak Ingin Kena Tilang Elektronik,comment,,,
@muhammadrofik3654,FALSE,Ugxph1K8RMqAtGPMVpN4AaABAg,"saya masih bingung kecepatan tol 60 - 100 km apa yg di bawah 60 km kena tilang ,masalah nya tuh truk yg jalan nya 20 km banyak bikin macet",1966,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0,4 years ago,2,UgxF_43jwBwO9kkOX-d4AaABAg,Jangan Langgar 10 Hal Ini Jika Tak Ingin Kena Tilang Elektronik,comment,,,
@ratnamonica5390,FALSE,UgwIjyoYhsnkAcm1n5B4AaABAg,Kita harus saling mengawasi untuk menjaga kesetabilan nya terhadap aturan yg sering di salah gunakan,1966,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0,4 years ago,0,UgwhlAhL9bZ4dQHV8dB4AaABAg,Jangan Langgar 10 Hal Ini Jika Tak Ingin Kena Tilang Elektronik,comment,,,
@mangmisterius836,FALSE,Ugzs1ch_42EfJn9JolZ4AaABAg,Tambah ruwet,1966,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0,4 years ago,1,UgwhlAhL9bZ4dQHV8dB4AaABAg,Jangan Langgar 10 Hal Ini Jika Tak Ingin Kena Tilang Elektronik,comment,,,
@AdiAdi-pi6pz,FALSE,Ugzuaq2PBlzfCTcneRJ4AaABAg,"Kapan uang dan bank pension,,,parah parasit merubah negara kehidupan Sosial ,,,",1966,FALSE,Ugwh9Simpy7vS6ke6iN4AaABAg,Jangan Langgar 10 Hal Ini Jika Tak Ingin Kena Tilang Elektronik,0,UgwhlAhL9bZ4dQHV8dB4AaABAg,Jangan Langgar 10 Hal Ini Jika Tak Ingin Kena Tilang Elektronik,comment,,,
@markusiskandar3256,FALSE,UgxwPd5NFpgFGEACeSV4AaABAg,eemily792 v Ok,1966,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0,Jangan Langgar 10 Hal Ini Jika Tak Ingin Kena Tilang Elektronik,1,XhHkCJeORaA,Jangan Langgar 10 Hal Ini Jika Tak Ingin Kena Tilang Elektronik,comment,,,
"Aturan motor sekarang harus nyala pada siang hari ...""",1966,FALSE,Maju mbahmu kui...mestinya semua aparat di cctv elektronik ...tertangkap kamera korupsi,1966,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0,Jangan Langgar 10 Hal Ini Jika Tak Ingin Kena Tilang Elektronik,0,UgwXNCOua6xxynv4MqR4AaABAg,Jangan Langgar 10 Hal Ini Jika Tak Ingin Kena Tilang Elektronik,comment,,,
@fariha.official8747,FALSE,UgzdPIAtwCHK9euB5XR4AaABAg,https://www.youtube.com/watch?v=BE-7A1XU0P0,1966,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0,4 years ago,1,UgzodOxXLjhT35GC_Kl4AaABAg,Jangan Langgar 10 Hal Ini Jika Tak Ingin Kena Tilang Elektronik,comment,,,
@muchammadirfan9087,FALSE,Ugzvs6osJTlygfphkZh4AaABAg,Aturan seenaknya pejabat🙏,1966,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0,4 years ago,0,UgycLTfUjg3jHE9KAg54AaABAg,Jangan Langgar 10 Hal Ini Jika Tak Ingin Kena Tilang Elektronik,comment,,,
