author,authorIsChannelOwner,comment
@Mr.J3ee,FALSE,"yap terlalu ribet, sampe dioper kesana kemari, dan uangnya entah bener masuk kas negara atau enggak"
@JejeDiJong,687,Hidup aja di hutang bang
@vitoputraheryanto3035,FALSE,Iyaaa bikin ribet hadeh
@fergusalexander2043,FALSE,Iyaaa bikin ribet hadeh
@fadhilmuhammad6651,FALSE,Harusnya setelah terbayar meskipun lewati jangka waktu konfirmasi blokir ny juga langsung dibuka klu bikin sistem jngn tanggung harusnya semua dipermudah 😂
@degea4498,FALSE, @temyyuliastuti6903  anda paham g sih yg saya maksud? Mau langsung konfirmasi atau telat konfirmasi setelah pelanggar bayar itu denda blokiran juga auto kebuka yg saya bahas sistem bukan pelanggan ny
@oroklaukchannel4651,FALSE,Hati Hati dijalan Raya...
@mangunun,FALSE,"saya cek data ""no data available"" situs nya betul gk ini? ngk bohong kan situs nya?sya daerah sulawesi tenggara"
@mangunun,FALSE,"Ciriduit sulit bnsos gadapat rakyatmenjerit  ngojeg gadapt""duit"
@adiacan58,FALSE,Jangan ada tilang ekletronik hapuskan bikin rakyat sengsara pak kita egak ada uang buat bayar denda iya jagan banyak pak denda iya
"Tapi kao gak pura2 buta""",FALSE,"Kalau yang sudah rabun /sakit tidak usah  dilarang, lihat saja di RS. Yang sakit itu di antar, maka kalau memaksa, ada apa dengan orang tersebut, terima kasih 5:30"
@reza72afrianda79,FALSE,Mobil yg pakai srobong warna biru yg membuat mata sakit harus ditindak juga jangan rakyat kecil aja yg ditertibkan dan ditilang  ....seperti yg mengawal para pejabat padahal bukan pejabat ....
@kajiali8202,FALSE,Bagaimana bila anak berada di kursi depan mobil beserta penumpang? Apakah kena tilang?
@leaderoftutorial2271,FALSE,Kalau tilang manual itu adalah kesempatan oknum polisi untuk melakukanvPungli dijalanan
@sinipotobarengaku7085,FALSE,Bagaimana yg anaknya 3 kecil2
@muhammadhamdani7674,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0
@martonomartono4269,FALSE,"abang sayur. abang kurir, akan selalu kena tilang. Saya rasa tidak akan berjalan sesuai sop"
@Yunz11,FALSE,Ayoo bayar bayar supaya cepet lunas
@fadhilmuhammad6651,FALSE,"Bagus sekali tapi, sistem sidangnya jangan sampai dua x datang. Klu kita orang kerja harian nggak masuk 2 hari hanya untuk urus sidang elektronik, waduh kasian rakyat kecil, harusnya prosesnya seperti perpanjang masa berlaku sim atau bayar pajak kendaraan itu baru aku kasih jempol 4.karena sangat cepat kita bisa lanjut kerja.menurut saya aturan apapun di negara ini rakyat setuju2 aja,asal prosesnya cepat tidak ada yg di rugikan waktunya."
@monisyajul,FALSE,Mohon jangan menyesat kan rakyat kalu mau di Poto harus seluruh tubuh pake dan tidak nyah mohon sama pemerintah tolongbdivtinjau kembali inibtidak benar
@akunbsmurahkokbang3071,FALSE,Saya sebagi pengemudi txsi yg saya bingungkan  mobil yg saya bawa kalu tidak pake sitbel bunyi  dan saya selalu pake  sit bel ko sampai saya kena 6 x ini aneh saya dari awal tau harus pake sit bel tapi kobsaya sampi 6 x kena ini haru bagi mna cara mengadu nya
@benni7621,FALSE,Sekarang mah jalan bukan milik umum tapi milik para pejabat
@endangucu7802,FALSE,Sumut ngga masuk ya. Padahal Polisi paling ganas punglinya di sana
@autokarz6857,FALSE,Hidup kok yo semakin sulit...hiidup sudah susah mlh semakin ribet....
@Mr.Crabbb,FALSE,Terus kerjanya polisi makan gaji buta. Pada leyeh leyeh di kantor sambil ngopi sama isap rokok main tik tok .
@fishingart5434,FALSE,Yang selalu dicari kesalahan masyarakat...
@kawuloalit1034,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0
@BakoBrother344,1966,Saya mah bingung.. pejabat lewat lmpu merah nerobos.. orang mah biar adil napa.. ikut brhenti.. kan dah ketauan lampu merah..
@agusprasetyo2251,FALSE,DPR pasang cctv juga....
@najabasit7544,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0
@agusprasetyo2251,FALSE,Kalo naek motor sabil baca koran knpa ga ditilang yak
@enda.cintaa,FALSE,Knpa di papua ga ada yah?..
@satriarac5616,FALSE,Kalau motor tanpa spion aman brati ya ?
@Axilargaritzhc,FALSE,simpel di petugas.... tp ribet  di masyarakat..... prosesnya....
@agusmuslim3766,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0
1 DPR,FALSE,"Itu yg ada camera, yg tdk ada camera ... wow pelanggaran merajalela. Lampu merah dilanggar, melawan arah, sepeda protolan, larangan belok dan putar arah, knalpot brong. Sama sekali tdk ada petugas di lapangan untuk menindak. Coba bayangkan jk ada kejadian begal atau copet tdk segera bs direspon krn di pos pantau sdh sepi"
"2 POLISI😂""",FALSE,"Waktu mau membayar pajak tahunan sepeda motor, terkonfirmasi bahwa STNK sy ternyata diblokir karena ada keterangan pelanggaran E-TLE. Namun yg jadi pertanyaan sy adalah, kenapa tidak ada surat konfirmasi yg dikirim ke rumah saya, sehingga sy tidak tahu jenis pelanggarannya, kapan dan dimana tempatnya. TAu-tau diblokir, hadeeuhhh.."
@temyyuliastuti6903,FALSE,"Bravo POLRI tambahan untuk pembuatan sim khususnya sim C,tolong pak jangan dibikin ribeut"
@ap-to4fd,1966,https://www.youtube.com/watch?v=BE-7A1XU0P0
@ShaneSanjay,FALSE,Penjabat2 hrsny jga kya itu.biar tau korupsi siap.gk cm rakyat kecil aj yng di tekan.
@muhammadJatmiko,FALSE,Ribet
@ichwanandromeda2261,1966,Kalau begini polisi bisa dihormati masyarakat bravo polri semoga ngk ada oknum yg bikin jelek nama polri
@noefvon,FALSE,"Standarisasi besarnya denda per masing"" pelanggaran taripnya kok gak di jelaskan bia lo ini ada apa lagi jangan"" ada udang dibalik rempeyek."
@andrihermansyah7,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0
@mangradit7581,FALSE,"Kalau main hp pas lampu merah, tapi pas lampu hijau hp nya disimpan lagi kena kaga ya?"
@sherlockreach9069,FALSE,"Bahaya juga kalau kena e-tilang, banyak denda kiya"
@chontonxart3965,1966,Iklannya berak
@JejeDiJong,FALSE,"Pesepeda, pejalan kaki kalau di luar negeri bisa ditilang juga kok."
@chanelbiasalah,FALSE,polisi lagi memeras rakyat biar cepat kaya
@Mr.MrsUnRealjudge,FALSE,Kalo menurut saya blm efektif karena kamera blm banyak.....harusnya di perbanyak dlu kamera baru di terapkan
@Mr.Crabbb,1966,Klo bs di lampu merah di kasih angka mbak ..biyar kita siap siap ngerem trim
@tommymaulana1083,FALSE,Ah pejabat2 mah kerja tp santai. Klo pusing tinggal sewa pramugari kebaya merah n klo perlu nginep di kantor dijadikan hotel remang2
@rizkyarfi78,FALSE,Yah udh ga bisa bayar lewat loket dong wkwk
"Ga mungkin ditilang tuh.""",FALSE,DOBBOOOLLL
@tommymaulana1083,FALSE,Akhirnya banyak yg terima gaji saja N tak perlu kewajiban serta tanggu jawabannya
@rizkyarfi78,1966,"Boleh juga, sebaliknya nih. Pejabat dan PNS di pasang CCTV, di ruangnya, rakyat biar bisa pantau kerjanya."
@suryoajiwibowo9700,FALSE,SIM tidak terdeteksi kamera dong
@hendrifat9767,FALSE,Pake motor bodong 😁
@duniamensos6192,FALSE,Kalo gak punya sim bisa terdeteksi gak ? Saya setuju dengan cara tilang elekttonik cuma petugas polantas harus  di tempatkan di titik seperti lampu merah jalur basway sama mau masuk genap ganjil .
@ajokurniawan3245,FALSE,Ditilang kok untung?.
@travissekutt,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0
@gophenda8002,FALSE,"Bagaimana klo kendaraan di beli orang lain tapi tidak balik nama, apakah tilang juga akan dikirimkan ke nama pemilik di KTP ?"
@novianggraeni5225,FALSE,"Yooo benah"" intitusi polisi spy rakyat percaya, banyak kabar burung polisi klau ad barbuk roda 4, ap roda 2 biasanya d pake polisi rakyat tetangga pd tau gimana tuuu"
@dediklopo7133,FALSE,Nah klu keluarga punya anak balita  apa mau di tinggal  tidak usah di ajak  apa mau di titipin sama pak polisi saja ya?
@mr.feelgoood,FALSE,"INILAH AKIBATNYA BILA POLISI DI BERI KEKUASAAN BERLEBIHAN , PASTI RAKYAT YANG JADI KORBAN."
@muftiali4265,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0
@sumertaksumunar5820,FALSE,bagaimana klu mobilnya sudah di jual ke oranglain. ?
@sumertaksumunar5820,FALSE,Ini ada kejadian foto tilang dr belakang diperkirakan bukaan dr foto cctv   ada yg cerita plng dr kerjabakti di kampung jln aspal tp tdk dilalui mobil umum yg bikin pertanyaan apa ada yg jual beli  foto  untuk kepentingan pribadi bagaimana membedakan foto asli dr kepolisian dan foto liar cari keuntungan
@agusbudianto6593,FALSE,"Semuanya SDH terstruktur,sistematis&masif kedpnnya utk melihat kesalahan rkytnya sndiri,sedang pejabat dr tingkat terendah-keatas masykt,TDK BS mengawasi,hrsnya dr pejabat dulu beri contoh lah ini malah dibalik!!!"
@agusbudianto6593,FALSE,Jalankan saja dari aturan tilang elektronik sebagaimana dari sistemnya itu mengacu lbh baik untuk masyarakat Indonesia.
@AgusrayfitrahbatubaraAgusray,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0
@auroraindah,FALSE,lha gimana to pelangaran  gak boleh nyalakan lampu pada siang hari. padahal beli motor baru lampu otomatis sudah nyala dari pabriknya motor
@faturrahman3816,1966,Kami rakyat menuntut sekecil apapun korupsi oleh pejabat kami minta hukum mati Tampa toleransi
@yogyakartaistimewa7650,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0
@acimsanjaya7724,FALSE,Kasus Samboo belum selesai selesaikan dulu
@zakwanzak5793,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0
@hendrasiswan0174,FALSE,"Gk percaya nnti pak pol gk bsa nilang gk bsa jajan hehehee.. Razia masih bnyk tuh, klu bikin aturan jgn maju mundur ayoooo dong serius"
@suprianto1136,1966,"Yg namanya ditilang tdk ada untungnya walaupun itu kesalahan. Wajib menyalakan lampu siang hari, yg malam2 tampa lampu kok msh banyak. Belajar mlht kenyataan aja."
@srihartuti826,FALSE,waahhh enak nink klo gnhh mnjem motr tmn aja w mahhh😂
Kl.ditinggal orang tua kuatir ada apa2 ada kepentingan yg tdk bisa ditunda.apa solosinya ?,FALSE,Polisi juga banyak yang cari uang dari. Tilang semena mena. Yang Adil. Buat aturannya.
"Beli mobil / naik grap gak mampu.""",FALSE,Biar adil di kantor pemerintah kecamatan dan kantor polisi juga di pasang. C.C.T.V...juga. jangan hanya rakyat yang di kenai sanksi kalo mau adil harus sama...
@sunjayanjoto6894,FALSE,Dapat tilang elektronik tapi tidak ada surat tilang elektroniknya kerumah itu gmn ya ?
@arifianto6626,1966,Justru malah di bikin kesempatan pungli polisi di jalan.. jika ttp ada manual
@ekojulianto3353,FALSE,Hilangin aja tilang mending idukasi  pasti rakyat setutu dan tertip dan saling menghargai
@sukanta3723,FALSE,Kalau begitu sy akan pasang kamera perekam juga buat suatu hari buat pembuktian bela diri
@sukanta3723,1966,"Dari aturan yg di sampaikan,ujung -ujungnya  duit. 👎👎👎👎👎"
@alpatah,FALSE,"Wajah POLRI di masyarakat itu ada sebagian besar di bagian POLANTAS, Perilaku polantas yang sebagian besar sangat dibenci masyarakat, adalah :  Dengan sengaja mencari kesalahan para pengguna jalan, mulai dari hal kecil, sampai hal besar, apalagi sampai memutuskan MENILANG..."
@mcphy635,1966,terhadap kehadiran POLANTAS.
@putumerapi305,FALSE,"UANG LAGI...."""
@basukisitapen8106,FALSE,Kenapa sih buat SATLANTAS lebih seneng sekali MENILANG dari pada menasehati pengguna jalan ???
@slamjamesbond4494,FALSE,FALSE
"Kesalahan di institusi apa sudah dicari..??""",FALSE,Tidak perlu sim?
@OtnayFhising,FALSE,Yang penting pemerintah terus cuan...kita rakyat harus patuh ..jangan melawan pemerintah .
@cokorbaduy6778,FALSE,Reporternya kok ngos²an kenapa? Nervous ya?
"Trus gimana dengan taxi online?""",FALSE,Untuk kendaraan besar bagaimana. Kok hanya kendaraan roda dua dan empat. Yg roda kendaraan lebih dari empat roda bebas kah. Mohon tanggapanya
@anggiamurnidewi9740,FALSE,"Banyak cctv dipasang tapi kl yg melanggar anggota polri sendiri cctv mendadak ilanglah, kesambar petir lah...banyak sekali ceritanya...ceritanya sampe berjilid jilid banyak scenarionya kl yg melanggar anngota polisi sendiri."
@anggiamurnidewi9740,FALSE,"walau ditakuti utk ditindak pelanggaran ternyata masih banyak spt melawan arah ,motor ojol sering gunakan hp sambil lalin"
@daddy.explore,FALSE,"Repot nih, beli kendaraan bekas dan gk tahunya byk tilangannya, alhasil pas pajek di samsat dpt tagihan ,🥴"
@hajimontholoss..,FALSE,waw operasi senyap..
"😇😇😇""",semisal :,https://www.youtube.com/watch?v=BE-7A1XU0P0
@idamudjiprijanto5252,Keruwetan,Kalau Pemiliknya masih atas nama orang lain gimana 🤦🤦
@AgusSalim-801,kalau para  pengguna jalan  sampai mengeluarkan uang untuk urusan dengan Lalu Lintas ( Ditilang ) pasti akan membenci....,Motor bodong tertawa melihat ini😂😂
@Pemerhatinkri,akibatnya friksi yang berkembang dimasyarakat adalah UANG LAGI,"Jika kita sedang dalam keadaan darurat di jalan tol, mau kerumah sakit membawa orang sakit misal nya dan kita harus buru buru dan ngebut di jalan tol. Trus kita di tilang. Bagai mana cara kita menjelaskan alasan kita ngebut di jalan."
"Jalur motornya bikin pusing.padahal kita berkendara di jalan raya gak seperti bw motor waktu ujian praktek 🙏🙏""",FALSE,tatap aja yng jdi korban rakyat kecil......
@ipunggondrong8234,kesannya bangga bisa menilang pengguna jalan...,Alkhamdulillah motor tanpa sepion gak termasuk 10 pelanggaran 😂
@ipunggondrong8234,disamping ribet males urusannya,"Apabila pengendara kendaraan bermotor, melihat ada pelanggaran yang dilakukan oleh pihak polisi, dan dapat difoto, harap disimpan karena bisa ditukar dengan tilang yang kita dapatkan karena kesalahan."
@arissantoso8764,atau ada uang masuk ( maaf ) ke satuan,"bukan berusaha tunjukkan dulu """"kebaikkan"""" kalian sebagai satu kesatuan polisi yang baik"
@mbahsuwito4028,sehingga komisinya juga lumayan ???,https://www.youtube.com/watch?v=BE-7A1XU0P0
"Tolong tertipkan saja dulu pada aturan lalu lintas itu ya harus ada peringatan dulu to ya kalau di ingatkan gak nggabres ya baru di tilang .Jangan selalu cari"""" kesalahan saja lalu bagaimana pengabdiannya pada masyarakat kok selalu buat kejutan keresahan.",seandainya TILANG tak mengandung denda atau dibebaskan dari denda financial....,Menggunakan plat nomor palsu? Pie dimeke cok wong onlen teros surat dikirim ke pemilik yg asli 😴
"Aturan agar dipublikasi dulu supaya masyarakat paham.""",POLANTAS keberatan tilang manual ditiadakan.,"Mengurangi angaran pemerintah buat gaji polisi, ga perlu ada polisi lalu lintas lagi"
@riskaniawati6593,"bukan dengan emosi.""",Di kala   kepercayaan   masyarakat  rendah  kpd  kepolisian  negara .....  untuk  mengembalikan  kepercayaan  masyarakat   dibutuhkan  keberanian dan ketegasan  kapolri   untuk  bertindak  tegas
@michaelsiswantoro1801,FALSE,"Selain jalan Tol dan jalan antar Kota, apaka jalan2 di dlm kota yg sering padat & macet, juga dikenakan aturan ini ?"
@MohAsri-co7nw,FALSE,"Petugas ""dapat"" melampirkan bukti pelanggaran......kalo tdk melampirkan bgmn ya? Kenapa bukan ""wajib"" ?"
@Noeman2009,FALSE,Aturan etilang berlaku buat aparat dan pejabat tidak ya kalo tidak berlaku untuk mereka lebih baik di batalkan karena yang bayar pajak di indonesia ini rakyatnya bukan aparat dan pejabatnya mereka itu malah penikmat pajak saya melihat jaman ini itu aturan hanya berani keras ke rakyat tapi bagai kerupuk kena air ke pejabat dan aparat apa memang sedang menunggu atau memancing amarah rakyatnya ya
@hendrah7162,FALSE,Kalau nggak ada tilang manual pengendara masih butuh sim nggak ya
@musliminlimin3772,FALSE,"Lihat di tol bandara, siapa yg nyupir di bahu jalan kecepatan tinggi..mereka berplat RF.. angkatan termasuk p o l i s i, saya tanya meteka digaji pake pajak masyarakat untuk membuat aturan dan membuat pelanggaran...."
@ajhi1560,FALSE,Setelah di berlakukan Tilang Electronic ini..apakah masih berlaku SIM kita di negri kita skr ini..?? Please dong beri jawaban dan masukan...Thanks Mauliate 🥰🙏
@firstTime619,FALSE,Tambah ribet....
@aadr1208,FALSE,Gmn para driver ojol yg sering liat hp pd saat motor berjalan krn melihat rute perjalanan...apakah kena tilang jg
@boysandi007,1966,Begini baru bagus brapo polri
@Doyox8999,FALSE,denda tilang pelanggar apa saja dinpo yg valid brapa  Rupiah biar rakyat tahu  seginj agar clear
@gunaciptautama,FALSE,SAMA AJA BOHONG TILANG MANUAL MASIH JALAN
@kucingkampung564,FALSE,"HIDUP YG SANGAT RIBET, SDH TERLALU LAMA OKNUM2 PETUGAS MAKAN UANG RAKYAT KECIL"
@horgejojo2454,FALSE,Masa siang hari di suruh pake lampu udah gila pa yg bikin aturan
@adisucipto4288,FALSE,e tilang ya
@AgUs-dt1ev,FALSE,Pak jendral Sigit trmksh bikin pelaturan tilang buat mengayumi rakyat Indonesia..
"Wkwkwk...""",jadi calo pembuatan SIM... Mau ngatur orang,"Klo bisa semuanya lah,biar mengurangi pungli jalanan"
@agungthox3820,masalahnya apa kita juga ga tau... Polisi naik motor bisa masuk ke tol... Patroli Pengawal yang membawa pejabat bisa membahayakan pengendara lain di tol... Razia2 kendaraan yang ada..sudah pasti ujung2nya duit,Halah emboh sak karep mu..
@asepruhimat5722,1966,"Tilang menual ilang motor bodong ber plat palsu bebas berkeliaran.hampir 70%di DKI KEBANYAKAN MOTOR BODONG.SURATNYA ADA TAPI GA MAU PERPANJANG PLAT &  PAJAK MATI DENGAN MENGGUNAKAN PLAT PALSU.BELI KENDARAAN BERJUTA JUTA UNTUK BAYAR PAJAK KAGA MAU PADAHAL PAJAK SUDAH ADA 25 nabi hingga jaman Rasulullah Saw sudah ada,"
@edipramono2896,FALSE,"jendral polisi sudah memiliki uang sekamar masih ingin peras rakyat, tidak ada gunanya kemerdekaan bagi bangsa indonesia"
@rooseno62,FALSE,"Gmna klau kendaraan bermotor pindah tangan tapi belum balik nama, sementara pemilik sebelum nya udah pindah alamat. Trus ke mana surat tilang itu akan di kirim?"
LALULINTAS JALAN RAYA BUKAN WEWENANG KEPOLISIAN MELAINKAN KEMENHUB.,FALSE,Peraturan yang di buat oleh manusia hanya akan mempersulit manusia itu sendiri.
"REFORMASI TOTAL POLRI DULU AGAR RAKYAT PERCAYA KINERJA POLRI.""",FALSE,Bagaimana klau beli motor/mobile second yg pemilik ny kena tilang tapi yg ak bayar....dan kenapa waktu tenggat penilangan cuman 15 hari.emg org selalu ada duit klau rakyat bAwah.... karyawan swasta aja kadang nunggu gajian sebulan baru Nebus tilngan
@junaedijunaedi8346,FALSE,Kalo pake plat palsu data alamat kendaraan mana bisa dilacak.
@syamsudinmuh_icksan4730,FALSE,Uang denda tilang via bank dikemanakan ya.
@masyarakatchanel7458,FALSE,"Cm takutnya rawan kejahatan,karna ga ada polisi di jalanan"
@asyifa159,FALSE,RIBET RUWET
Tapi yang lbh baik dan bagus  kurangi pengendara motor roda dua yang tdk tahu aturan di jalan,FALSE,Yang disebut plat nomor palsu seperti apa..?
husus untuk anak anak sekolah dari mulai SMP dan SMU.,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0
Pasilitasi kendaraan bus dari pemerintah untuk antar jemput anak  sekolah di daerah daerah.,FALSE,MasyaAllah may sama ky dubai
"Supaya anak anak yang bersekolah tdk bawa motor.""",FALSE,"Alhamdulillah sdh ada ke majuan tilang elektronik, utk mengurangi pelanggaran hukum dan utk mencegah penyuapan dari oknum oknum polisi yg dak 👍"
@harituranto2176,FALSE,Alhamdulilah
@deaponsel3221,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0
"Karna kami rakyat sudah sangat di rugikan truus""",FALSE,Pmbw acaranya grogi Dan ngos2an dlm menjelaskan 😂🤣😁🙏
@deaponsel3221,FALSE,Semakin parah ya ....mending kaya dulu ..deh dariipada tilang elecktronik
Polis2i yg bermasalah,FALSE,surat tidak sampai.
Baruu di buat undan2g,FALSE,Kan ada hansip juga yg turut mengamankan
Karna jika ahlak manusia nya tidak bagus maka apapun yg di buat hanya akn menguntungkan manisi2a yg ahlaknya kotor,FALSE,Bukanya motor harus nyala lampu nya pada siang hari ...woi metro kalau kasih berita yg benar
Dn jika kita pengen membuat sesuatu,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0
"Sejahterakan dulu rakyat nya""",FALSE,Semoga cepat merata tilang elektroniknya. Supaya meminimalisir pungli dari para oknum yg suka memalak atas nama tilang...
@kurniawaniwan8090,FALSE,Pasti nanti ada yang viral lg
@herrysuswanto9673,FALSE,Ini sangat tidak efisien...lebih baik di buatkan kurikulum pendidikan berkendara di bangku sekolah SD SMP SMA sehingga apabila sudah tamat SMA masyarakat Indonesia bisa menjadi Pengendara dan penggunaan jln yang baik dan benar serta beretika... Percuma di buat hukum berkendara jika masyarakat nya tidak pendidikan berkendara
@adewcm,FALSE,Pak gimna di polda lain yg belum menerapkan E tilang apakah polisinya ttp pke tilang manual atau gimna pak????
@utjiesugiarto6070,FALSE,Aturan batas kecepatan berlakukan juga untuk polisi yang arogan bawa mobil/motor ugal2n serasa jalan milik polisi.
@utjiesugiarto6070,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0
@joniakbar3249,FALSE,bagaimana lampu utama motor yang sudah terpasang langsung menyala oleh pabrikan
@adjuanchannel6112,FALSE,"Setuju aja, mesin tidak bisa berbohong"
@sokhibula6420,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0
@AbdulMalik-ug9zx,FALSE,Polisi melanggar siapa yang nangkap
@inosoway3792,1966,"Ada kekurangan dan kelebihannya.  Kekurangannya : jika razia zebra dilakukan manual yakin polisi bukan hanya menemukan kendaraan yang bodong tetapi ada kemungkinan menemukan pelanggaran lain ,contoh penyelundupan dan lainlain . Hal ini bisa saja terjadi dan memberi ruang kepada pelaku kriminal non prioritas . Kelebihannya : jika tujuannya lebih ke pelanggaran marka jalan atau tatip lalulintas , peraturan ini efesien agar pelanggar bisa diuntungkan secara moral dan harus di proses di kantor polisi terkait."
@aguspurwanto8243,FALSE,Kalo bisa kendaraan yg sudah tdk bersurat dan masih mengaspal di jalan di tertibkan dong.agar orang orang yg sudah taat aturan taat bayar pajak tidak merasa di rugikan.masalahnya banyak motor  bodong bikin macet di jalan
Coba POLANTAS Fokus semata pada membantu/mengatur kepada para pengguna jalan yang mengalami kesulitan,FALSE,Coba buatkan Peraturan setiap ASN harus melaporkan LHKPN dengan baik dan berat.  Yg melanggar akan di PECAT DENGAN TIDAK HORMAT
( Kemacetan,FALSE,Bagai mana kalau mobil kta Ats nama orang lain di luar kta kita.sedng kan kta tdk tau kena tilang apa tdk
Apapun alasannya,1966,Cari cuman tambahan....
Apalagi POLANTAS Agresif mencari kesalahan para pengguna jalan,FALSE,saya br harap ini bisa br jalan dg lancar
@aguspurwanto8243,FALSE,FALSE
Kesannya ada target,FALSE,Jika bawa anak balita? Jika lampu motor siang hidup? Karena motor dari pabriknya nyala
Atau ada kesempatan mendapatkan cipratan (maaf) uang haram ?,FALSE,PLAT nomor palsu mana bisa diidentifikasi klo wajah orangnya pake masker
Orang kalau sudah ditilang,FALSE,Detail kota2 yg menerapkan e tilang mana aja .?
Itulah intinya yang membuat masyarakat benci...,1966,https://www.youtube.com/watch?v=BE-7A1XU0P0
Kembali kepada pertanyaan (Serius)  kenapa POLANTAS sangat antusias agresif menilang ??? Apa karena ada instruksi,FALSE,Alamat bakal banyak truck besar yg jalan kaya keon kena tilang di jalan TOL 🤣🤣
Atau memang kontribusi uang tilang sangat besar,FALSE,"Untung kita dimana..? Tetep aja masyarakat ga ada untungnya. Malah kasihan ke pemilik kendaraan, karena pemakai kendaraan belum tentu pemiliknya, bisa jadi disewakan, atau dipinjam dll. Siapa yang berbuat, tetep pemilik ketiban batunya."
Coba buktikan saja,FALSE,Sama aja sued
Apakah POLANTAS masih rajin mengatur lalu lintas ????,FALSE,"klo batas kecepatan d Jalan TOL minimal 60km/jam maksimal 100km/jam, gmna klo keadaan jalan MACET ?"
Sekarang ini banyak desas desus,FALSE,Untung aku hidup d kmpung. Yg hidup d kota makan tuh kamera 😂😂😂
Anda tahu mengapa ??,1966,Untung aku hidup d kmpung. Yg hidup d kota makan tuh kamera 😂😂😂
Silahkan dijawab dengan hati,FALSE,Dijalan tol banyak truk muatan berat dg  kecepatan dibawa  60km/jam kena tilang otomatis
@Semutireng22,FALSE,Yaaahh.. besok besok pak polantas kerja naik honda revo lagi dong
@pasarpasir789,1966,Ini metro tv terlambat .......jangan salah kapolri uďa melarang tilang manual harus tilang elektronik
@sasongkowidjojo4628,FALSE,Cctv pasang juga disetiap instansi pemerintah wajiiiib
@konjaresopo6524,FALSE,Perhatikan Di Pasar Jatinegara persis bawah jpo Jatinegara Mikrolet ngetem bawah jpo sisi kiri Arah Stasiun banyak mikrolet ngetem bikin macet  Mikrolet ngetem berkah buat pemalak tukang palak minta uang ngetem kepada Supir mikrolet dapat sewa Supir dimintai pemalak Rp 5000 makanya mikroler ngetem Polisi takut sama pemalak terbukti bikin macet mikrolet ngetem Polisi berani sama kita kita tapi sama pemalak polisi ayam sayur
@sisnantokusnato8477,FALSE,Tilang elektronik tidak berlaku untuk komunitas vespa yang tidak sesuai bentuk vespa aslinya
@ansyoririduanharunsomad9991,FALSE,Bgm bs utk pelanggaran no 10 ??
@muraibatu9008,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0
@yudistirasugiatmodjo,FALSE,polisi juga manusia bukan malaikat wajar lah ...! dikit dikit pecat sharusnya sbagai atasannya harus mengambil sikap yg bijak ..kasihan anak istrinya surat peringatan  satukali sampai 3x baru ditindak tegas  salam supir truk
"tp jng sampai g keliatan jg di jalan raya pak.""",FALSE,ok tol hangan macet sanpai berkilo kilo enak yg bikin UNdang2 masalah kecepatan  semua itu rakyat lagi yg jd dsasaran blenger   kebanyakan platuran mumet beli solar tnya no pol jd bingung bingung ngenes enak zamanne pk sueharto
@alc_075,"pungli""",klau macet apa bisa 60 sampai 100km /jam semua itu teoari masalah kecepatan 60 sampai 100km perjam tol cikampek sampai kota jd kemaceta  harus ditindak karena jln tol aja terlalu padat
@laskarbits8852,FALSE,"Kalo misalkan saya dapat Surat e tilang SDH konfirmasi ,Uang ga punya pakai bayar 8 hari atau 15 hari .....intinya ga punya uang Pakai bayar walupun ikut sidang"
@jodistudio4695,FALSE,Enak nih jadi ga ada razia lagi
@kasirun5311,FALSE,mksdnya tidak menyalakan lampu giamana ya? soalnya kan motor injeksi sekarang lampunya gk bisa mati. atau gimana sih kasi tahu yg lebih paham coba
@kill8130,1966,Asyik juga nih di jalan Tol Truck Truck banyak yg lambat dibawah kecepatan 60 km/jam dan banyak kendaraan baru dg 2000 CC keatas dg kecepatan melebihi kecepatan maksimal yg diijinkan> pemasukkan ke kas negara naik pesat.
@ridwanlahmudin6407,FALSE,Saya lebih senang polisi itu sibuk menyusuri jalan jalan yg rawan begal... Memperbanyak penerangan jalan umum... Keliling ke Jalan sepi menimalisir kejahatan geng motor.. sikap kriminal yg bgtu tu yg harusnya diprioritaskan.. ini sibuk aja sama lampu merah...
Maka semua pembuatan SIM di satpas tidak dibuat melalui percaloan yang digalang oleh satpas itu sendiri... Satpas Jakarta Barat Daan Mogot,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0
Biangnya polisi aja udah jeblok... Pa.. Pa.. Mau masuk dalam TNI lagi..,FALSE,"yg, jelas sangat merugikan masyarakat."
